,University Name,Course Name,Description,Degree,Internship,Accreditation,URL,Last Update
541,Trident Technical College,Associate in Applied Science in Homeland Security Management,"Homeland Security is about protecting people, property and infrastructure while minimizing economic impacts of natural and man-made crises.The Homeland Security associate in applied science prepares students for an education in homeland security through the development of the knowledge, skills and abilities needed for leadership in homeland security including international and domestic terrorism, infrastructure protection, strategic planning for security, international relations, intelligence operations and evaluation and program management. These disciplines include but are not limited to police, fire, emergency medical, public health and emergency management. These positions can include but are not limited to the following: transportation security officer, mission support specialist, information technology specialist, border patrol agent, program analyst, contract specialist, supervisory transportation officer, security officer screener, program analyst, human resources specialist and lead transportation security officer screener.

*Choose either course.

Additional Information: https://www.tridenttech.edu/academics/divisions/bt/bt_home.htm",Associate Level,No,Southern Association of Colleges and Schools Commission on Colleges,https://www.tridenttech.edu/,6/22/2021
542,Trident University International,Associate of Science in Homeland Security (Online),"As the United States faces more and more threats from terrorists inside our country abroad, the need for well-trained, critical homeland security experts have never been greater. Learn the skills you need to excel in homeland security professions at the federal, state, and municipal levels through the online Homeland Security Programs. Trident's College of Health and Human Services offers the Associates, Bachelors, and Master of Science in Homeland Security (ASHLS, BSHLS, MSHLS). These programs are designed for both military and civilian students with experience responding to domestic crises, terrorist-based events, and natural disasters.

Additional Information: https://www.trident.edu/associates-degree-online/homeland-security-degree-online/",Associate Level,No,Higher Learning Commission,https://www.trident.edu/,3/1/2021
543,Trident University International,Bachelor of Science in Homeland Security (Online),"With the enactment of the Homeland Security Act in 2002, the United States Congress created the Department of Homeland Security (DHS). The department's Core Mission includes preventing terrorism and enhancing security; managing our borders; administering immigration laws; securing cyberspace; and ensuring disaster resilience. The Federal Emergency Management Agency (FEMA) is a part of DHS and an integral component of America's emergency management enterprise, working to ensure the successful preparation for, protection against, response to, recovery from, and mitigation of all hazards.

Trident University's College of Health and Human Services offers the Bachelor of Science in Homeland Security (BSHLS) degree program. This program is sequentially constructed to correspond to the ""four pillars"" of the National Preparedness Goal (2011) and the Missions of the Strategic Plan of the Department of Homeland Security (DHS) (2012). The pillars are: (1) Prevent, (2) Protect, (3) Respond, and (4) Recover. This coverage format will ensure that all essential areas are addressed so that learners will be assured fundamental coverage of the Homeland Security scope of responsibilities. Courses will include scenarios and disaster simulation exercises to provide a sense of realism. The program begins with exploring the fundamentals and ethics of HLS, moves to interagency planning, and ultimately ends with the Capstone Course in which the student will submit original work that will reflect an integration of all coursework topics.

Additional Information: https://www.trident.edu/bachelors-degree-online/homeland-security-degree-online/",Bachelor Degree,No,Higher Learning Commission,https://www.trident.edu/,3/1/2021
544,Trident University International,Bachelor of Science in Homeland Security - Criminal Justice Administration (Online),"With the enactment of the Homeland Security Act in 2002, the United States Congress created the Department of Homeland Security (DHS). The department's Core Mission includes preventing terrorism and enhancing security; managing our borders; administering immigration laws; securing cyberspace; and ensuring disaster resilience. The Federal Emergency Management Agency (FEMA) is a part of DHS and an integral component of America's emergency management enterprise, working to ensure the successful preparation for, protection against, response to, recovery from, and mitigation of all hazards.

Trident University's College of Health and Human Services offers the Bachelor of Science in Homeland Security (BSHLS) degree program. This program is sequentially constructed to correspond to the ""four pillars"" of the National Preparedness Goal (2011) and the Missions of the Strategic Plan of the Department of Homeland Security (DHS) (2012). The pillars are: (1) Prevent, (2) Protect, (3) Respond, and (4) Recover. This coverage format will ensure that all essential areas are addressed so that learners will be assured fundamental coverage of the Homeland Security scope of responsibilities. Courses will include scenarios and disaster simulation exercises to provide a sense of realism. The program begins with exploring the fundamentals and ethics of HLS, moves to interagency planning, and ultimately ends with the Capstone Course in which the student will submit original work that will reflect an integration of all coursework topics.

Concentration Introduction:

Trident University's College of Health and Human Services offers the Bachelor of Science in Homeland Security (BSHLS) with a concentration in Criminal Justice Administration. The concentration will provide a conceptual background in criminal justice within the scope of homeland security, which is tasked with the protection of our Country from criminal elements as well as from terrorism through such areas as Customs and Border Protection, Immigration and Customs Enforcement, and Transportation and Security Administration.

Additional Information: https://www.trident.edu/bachelors-degree-online/homeland-security-degree-online/",Bachelor Degree,No,Higher Learning Commission,https://www.trident.edu/,3/1/2021
545,Trident University International,Bachelor of Science in Homeland Security - Cybersecurity (Online),"With the enactment of the Homeland Security Act in 2002, the United States Congress created the Department of Homeland Security (DHS). The department's Core Mission includes preventing terrorism and enhancing security; managing our borders; administering immigration laws; securing cyberspace; and ensuring disaster resilience. The Federal Emergency Management Agency (FEMA) is a part of DHS and an integral component of America's emergency management enterprise, working to ensure the successful preparation for, protection against, response to, recovery from, and mitigation of all hazards.

Trident University's College of Health and Human Services offers the Bachelor of Science in Homeland Security (BSHLS) degree program. This program is sequentially constructed to correspond to the ""four pillars"" of the National Preparedness Goal (2011) and the Missions of the Strategic Plan of the Department of Homeland Security (DHS) (2012). The pillars are: (1) Prevent, (2) Protect, (3) Respond, and (4) Recover. This coverage format will ensure that all essential areas are addressed so that learners will be assured fundamental coverage of the Homeland Security scope of responsibilities. Courses will include scenarios and disaster simulation exercises to provide a sense of realism. The program begins with exploring the fundamentals and ethics of HLS, moves to interagency planning, and ultimately ends with the Capstone Course in which the student will submit original work that will reflect an integration of all coursework topics.

Trident University's College of Health and Human Services offers the Bachelor of Science in Homeland Security degree program with a concentration in Cybersecurity. Growing out of asymmetric warfare—thanks to advances in technologies—is the cyber battlefield in which sensitive infrastructures are compromised or destroyed by belligerents. Additionally, terrorists use this virtual media to further their agenda, intimidate citizens, and otherwise cause harm. The cybersecurity concentration will begin by examining cybersecurity policy and laws, and then move on to offensive and defensive cyber actions and intelligence gathering. Real-life scenarios involving threats to our critical infrastructures will be used.

Additional Information: https://www.trident.edu/bachelors-degree-online/homeland-security-degree-online/",Bachelor Degree,No,Higher Learning Commission,https://www.trident.edu/,3/1/2021
546,Trident University International,Bachelor of Science in Homeland Security - Emergency and Disaster Management (Online),"As the United States faces more and more threats from terrorists inside our country abroad, the need for well-trained, critical homeland security experts have never been greater. Learn the skills you need to excel in homeland security professions at the federal, state, and municipal levels through the online Homeland Security Programs. Trident's College of Health and Human Services offers the Associates, Bachelors, and Master of Science in Homeland Security (ASHLS, BSHLS, MSHLS). These programs are designed for both military and civilian students with experience responding to domestic crises, terrorist-based events, and natural disasters.

Additional Information: https://www.trident.edu/bachelors-degree-online/homeland-security-degree-online/",Bachelor Degree,No,Higher Learning Commission,https://www.trident.edu/,3/1/2021
547,Trident University International,Bachelor of Science in Homeland Security - Leadership (Online),"With the enactment of the Homeland Security Act in 2002, the United States Congress created the Department of Homeland Security (DHS). The department's Core Mission includes preventing terrorism and enhancing security; managing our borders; administering immigration laws; securing cyberspace; and ensuring disaster resilience. The Federal Emergency Management Agency (FEMA) is a part of DHS and an integral component of America's emergency management enterprise, working to ensure the successful preparation for, protection against, response to, recovery from, and mitigation of all hazards.

Trident University's College of Health and Human Services offers the Bachelor of Science in Homeland Security (BSHLS) degree program. This program is sequentially constructed to correspond to the ""four pillars"" of the National Preparedness Goal (2011) and the Missions of the Strategic Plan of the Department of Homeland Security (DHS) (2012). The pillars are: (1) Prevent, (2) Protect, (3) Respond, and (4) Recover. This coverage format will ensure that all essential areas are addressed so that learners will be assured fundamental coverage of the Homeland Security scope of responsibilities. Courses will include scenarios and disaster simulation exercises to provide a sense of realism. The program begins with exploring the fundamentals and ethics of HLS, moves to interagency planning, and ultimately ends with the Capstone Course in which the student will submit original work that will reflect an integration of all coursework topics.

Trident University's College of Health and Human Services offers the Bachelor of Science in Homeland Security (BSHLS) – Leadership degree program, which supports students whose educational and professional goals include acquiring the knowledge and skills needed for leadership careers within a variety of organizations. In the BSHLS-Leadership Concentration, the program will offer a curriculum that will focus on integrating knowledge from different perspectives, problem solving and decision making in creative and innovative ways, as well as leadership theory and practice.

Additional Information: https://www.trident.edu/bachelors-degree-online/homeland-security-degree-online/",Bachelor Degree,No,Higher Learning Commission,https://www.trident.edu/,3/1/2021
548,Trident University International,Master of Science in Homeland Security (Online),"With the enactment of the Homeland Security Act in 2002, the United States Congress created the Department of Homeland Security (DHS). The department's Core Mission includes preventing terrorism and enhancing security; managing our borders; administering immigration laws; securing cyberspace; and ensuring disaster resilience. The Federal Emergency Management Agency (FEMA) is a part of DHS and an integral component of America's emergency management enterprise, working to ensure the successful preparation for, protection against, response to, recovery from, and mitigation of all hazards.

Trident University's College of Health and Human Services offers the Master of Science in Homeland Security (MSHLS). This program is designed for both military and civilian students with experience responding to domestic crises, terrorist-based events, and natural disasters. The MSHLS degree program courses closely align with Department of Homeland Security (DHS) mission objectives and are appropriately sequenced to correspond to before-, during-, and after-a-disaster episodes on American soil. Courses include the topics of crisis management, critical infrastructure protection, security technology, and intelligence analysis. Crisis simulations and scenarios will be used to reinforce students' skills to succeed in Homeland Security professions in the federal, state, and local government; and in industry areas.

*Choose either course.

Additional Information: https://www.trident.edu/masters/homeland-security-graduate-degree-online/",Masters Level,No,Higher Learning Commission,https://www.trident.edu/,3/1/2021
549,Trident University International,Master of Science in Homeland Security - Cybersecurity (Online),"With the enactment of the Homeland Security Act in 2002, the United States Congress created the Department of Homeland Security (DHS). The department's Core Mission includes preventing terrorism and enhancing security; managing our borders; administering immigration laws; securing cyberspace; and ensuring disaster resilience. The Federal Emergency Management Agency (FEMA) is a part of DHS and an integral component of America's emergency management enterprise, working to ensure the successful preparation for, protection against, response to, recovery from, and mitigation of all hazards.

Trident University's College of Health and Human Services offers the Master of Science in Homeland Security (MSHLS). This program is designed for both military and civilian students with experience responding to domestic crises, terrorist-based events, and natural disasters. The MSHLS degree program courses closely align with Department of Homeland Security (DHS) mission objectives and are appropriately sequenced to correspond to before-, during-, and after-a-disaster episodes on American soil. Courses include the topics of crisis management, critical infrastructure protection, security technology, and intelligence analysis. Crisis simulations and scenarios will be used to reinforce students' skills to succeed in Homeland Security professions in federal, state, and local government, and in industry areas.

The Trident College of Health and Human Services offers the Master of Science in Homeland Security degree program with a concentration in Cybersecurity. Growing out of asymmetric warfare—thanks to advances in technologies—is the cyber battlefield in which sensitive infrastructures are compromised or destroyed by belligerents. Additionally, terrorists use this virtual media to further their agenda, intimidate citizens, and otherwise cause harm. The cybersecurity concentration will begin by examining cybersecurity policy and laws, and then move on to offensive and defensive cyber actions and intelligence gathering. Real-life scenarios involving threats to our critical infrastructures will be used.

Additional Information: https://www.trident.edu/masters/homeland-security-graduate-degree-online/",Masters Level,No,Higher Learning Commission,https://www.trident.edu/,3/1/2021
550,Trident University International,Master of Science in Homeland Security - Leadership (Online),"With the enactment of the Homeland Security Act in 2002, the United States Congress created the Department of Homeland Security (DHS). The department's Core Mission includes preventing terrorism and enhancing security; managing our borders; administering immigration laws; securing cyberspace; and ensuring disaster resilience. The Federal Emergency Management Agency (FEMA) is a part of DHS and an integral component of America's emergency management enterprise, working to ensure the successful preparation for, protection against, response to, recovery from, and mitigation of all hazards.

Trident University's College of Health and Human Services offers the Master of Science in Homeland Security (MSHLS). This program is designed for both military and civilian students with experience responding to domestic crises, terrorist-based events, and natural disasters. The MSHLS degree program courses closely align with Department of Homeland Security (DHS) mission objectives and are appropriately sequenced to correspond to before-, during-, and after-a-disaster episodes on American soil. Courses include the topics of crisis management, critical infrastructure protection, security technology, and intelligence analysis. Crisis simulations and scenarios will be used to reinforce students' skills to succeed in Homeland Security professions in federal, state, and local government, and in industry areas.

Concentration Overview:

Trident University's College of Health and Human Services offers the Master of Science in Homeland Security (MSHLS) with a concentration in Leadership. The MSHLS–Leadership program uses the most current leadership theory, best practices, and organizational case studies to promote student learning and to enable new leaders to best meet the diverse and multifaceted challenges they will face in organizational leadership roles.

Additional Information: https://www.trident.edu/masters/homeland-security-graduate-degree-online/",Masters Level,No,Higher Learning Commission,https://www.trident.edu/,3/1/2021
551,Trident University International,Master of Science in Homeland Security w/ Emergency and Disaster Mgmt - Logistics Conc. (Online),"With the enactment of the Homeland Security Act in 2002, the United States Congress created the Department of Homeland Security (DHS). The department's Core Mission includes preventing terrorism and enhancing security; managing our borders; administering immigration laws; securing cyberspace; and ensuring disaster resilience. The Federal Emergency Management Agency (FEMA) is a part of DHS and an integral component of America's emergency management enterprise, working to ensure the successful preparation for, protection against, response to, recovery from, and mitigation of all hazards.

Trident University's College of Health and Human Services offers the Master of Science in Homeland Security (MSHLS). This program is designed for both military and civilian students with experience responding to domestic crises, terrorist-based events, and natural disasters. The MSHLS degree program courses closely align with Department of Homeland Security (DHS) mission objectives and are appropriately sequenced to correspond to before-, during-, and after-a-disaster episodes on American soil. Courses include the topics of crisis management, critical infrastructure protection, security technology, and intelligence analysis. Crisis simulations and scenarios will be used to reinforce students' skills to succeed in Homeland Security professions in federal, state, and local government, and in industry areas.

The Trident College of Health and Human Services offers the Master of Science in Homeland Security degree program in Emergency and Disaster Management – Logistics concentration (EDM-LOG). EDM-LOG is an integral part of Department of Homeland Security (DHS) with its focus on Natural and Manmade disasters. Operating under disastrous conditions in which lives are in danger calls for clear and concise actions on the part of homeland security professionals. A knowledge in emergency logistics is essential. Many times, staging of materiel, procurement and dispensing of medical supplies and coordination of transportation do not go according to plan and will require dynamic planning and adjustments to plans in real time. This program provides graduates with the skills to succeed in emergency and disaster professions in the military, federal, state, and local government as well as in industry.

Additional Information: https://www.trident.edu/masters/homeland-security-graduate-degree-online/",Masters Level,No,Higher Learning Commission,https://www.trident.edu/,4/20/2021
552,Truckee Meadows Community College,Bachelor of Applied Science in Emergency Management and Homeland Security,"The Bachelor of Applied Science in Emergency Management and Homeland Security (BASEMHS) Program provides students with a well-rounded foundation in the history, politics, defense and preparedness aspects of terrorism. It will also provide students with the management principles of planning, mitigation, response and recovery from natural and manmade disasters in emergency management roles. Graduates of the program will be able to conduct planning analysis, write, and implement emergency plans for public and private entities, while addressing the issues of homeland security within the emergency management role. The BAS in EMHS at Truckee Meadows Community College is a 2+2 degree. This means that applicants must possess an awarded Associate degree from a regionally accredited institution to be eligible for admission to the BAS degree. Also, the student must have a background in ICS/NIMS and EOC purpose, function and relevance to the EMHS environment. This prerequisite may be obtained by taking the following courses online through FEMA. Courses: IS 100, 200, 700, 800 and 2200 (or 775); all certificates required). These courses can be accessed through the FEMA Emergency Management Institute website at: https://training.fema.gov/is/crslist.aspx

*Choose any 15 credits from the Emergency Management or Homeland Security electives.

Additional Information: www.tmcc.edu/emhs",Bachelor Degree,No,Northwest Commission on Colleges and Universities,https://www.tmcc.edu/,1/11/2021
553,Tulane University,Bachelor of Arts in Homeland Security Studies (Online),"Homeland Security is about safeguarding the United States from catastrophic disaster. Tulane's Homeland Security Studies program provides a comprehensive overview of homeland security and emergency management categories—threats, hazards, and security—from a managerial perspective, with an emphasis on leadership, hands-on training, critical thinking, and decision making. Recurrent natural disasters, infrastructure attacks, and the ongoing threat of terrorism to the United States have made homeland security a rapidly growing field with a high demand for skilled leadership and informed management, both in the public sector and within private industry.

A degree in Emergency and Security studies can qualify students for careers in emergency management and prevention, infrastructure protection, border and maritime security, and with state and federal Homeland Security/Emergency Management agencies and private corporations.

Tulane's Emergency and Security Studies program is a member and participant in the Naval Postgraduate School's Center for Homeland Defense and Security (CHDS) and University and Agency Partner Initiative (UAPI), the nation's leading program for establishing and sharing homeland security curricula.

Program Details:

This unique degree is specifically designed for individuals who care about the safety and security of those around them. The degree gives students an opportunity to turn their desire to help others into a practical application. Program courses cover a broad range of topics, from homeland security and border protections to emergency management and counterterrorism.

The program is suitable for people currently working in the field, such as military personnel or emergency medical technicians, as well as those looking to change career fields completely. Students can even choose to pursue their degree while working and going to school part-time. Courses can be taken at our campus locations and many are offered online.

Other Electives can include any 3000 or 4000 level HMLS course. This list does not include 90 hours of Core Competencies and Supporting Requirements.

Additional Information: https://sopa.tulane.edu/degrees-programs/bachelors-degrees/bachelor-arts-homeland-security-studies",Bachelor Degree,No,Southern Association of Colleges and Schools,https://tulane.edu/,2/17/2021
554,Tulane University,Graduate Certificate in Advanced Emergency Management (Online),"Communities rely on teams of qualified professionals to prepare for, mitigate, respond to, and recover from potential and actual natural disasters, manmade disasters, and acts of terrorism. Prepare yourself for a rewarding career in the public or private sector with a graduate certificate in Emergency Management from the Tulane School of Professional Advancement. Our program draws heavily from the expertise developed in New Orleans, a municipality that has significant experience in planning for and dealing with natural disasters. Students interested in furthering their emergency management skillsets can pursue an Advanced Emergency Management certificate, which includes assessment, planning, and communication protocols tailored toward the elevated study of crisis management procedures.

Additional Information: https://sopa.tulane.edu/degrees-programs/certificates/graduate-certificates/graduate-certificates-emergency-management",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,2/18/2021
555,Tulane University,Graduate Certificate in Advanced Security Management (Online),"Our ever-changing world continues to call for strong, high-tech national and international security. Prepare to meet the challenges of the growing security industry with a graduate certificate from Tulane School of Professional Advancement. Develop the practical skills necessary to help defend corporations and businesses from criminal acts, terrorism, and disasters by earning a Graduate Certificate in Security Management. A Graduate Certificate in Security Management will help prepare you for a career in this stimulating, rapidly growing field with course topics including protection systems, risk management, and leadership. Strengthen your skills and industry knowledge to prepare for career advancement or to switch to an entirely new field.

Additional Information: https://sopa.tulane.edu/degrees-programs/certificates/graduate-certificates/graduate-certificates-security-management",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,2/18/2021
556,Tulane University,Graduate Certificate in Disaster Resilience Leadership Studies,"The Graduate Program in Disaster Resilience Leadership equips students with an interdisciplinary view of the challenges and best practice approaches to leadership in the disaster resilience and humanitarian aid fields to prepares them for careers in: emergency preparedness, disaster management, program monitoring and evaluation, nonprofit organization and leadership, grass-root and development and disaster risk and recovery.

Master of Science in Disaster Resilience Leadership Studies: 36 Credits

Core Competency Courses: 21 core classes

- Environment and Infrastructure

- Disaster Operations

- Human and Social Factors of Disaster

- Economics of Disaster

- Leadership

- Research and Program Evaluation

- Disaster Analytics

+ 9 electives from the Program electives offered

+ 6 additional electives from within or outside Program

Dual Degree Option with Social Work: 75 Credits*

Master of Science in Disaster Resilience Leadership Studies (MSDRLS) and Masters of Social Work (MSW)

MSDRLS - 24 credit hours

MSW - 51 credit hours

* Please enquire about the dual degree for more information.

Graduate Certificate in Disaster Resilience Leadership Studies: 15 Credits

Core Competency Courses:

- Environment and Infrastructure

- Disaster Operations

- Human and Social Factors of Disaster

- Economics of Disaster

- Leadership

Additional Information: https://tssw.tulane.edu/drla

https://catalog.tulane.edu/social-work/disaster-resilience/disaster-resilience-leadership-studies-certificate/",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,1/19/2021
557,Tulane University,Graduate Certificate in Emergency Management (Online),"Communities rely on teams of qualified professionals to prepare for, mitigate, respond to, and recover from potential and actual natural disasters, manmade disasters, and acts of terrorism. Prepare yourself for a rewarding career in the public or private sector with a graduate certificate in Emergency Management from the Tulane School of Professional Advancement. Our program draws heavily from the expertise developed in New Orleans, a municipality that has significant experience in planning for and dealing with natural disasters. This program includes courses that delve into fundamental concepts, health and medical considerations, and counter-terrorism strategies to prepare you for practical applications in the field.

Additional Information: https://sopa.tulane.edu/degrees-programs/certificates/graduate-certificates/graduate-certificates-emergency-management",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,2/18/2021
558,Tulane University,Graduate Certificate in Intelligence (Online),"No matter where you decide to take your homeland security career, Tulane School of Professional Advancement is dedicated to helping you get there. The field of intelligence studies is devoted to developing analytical, communication, written, computer, critical thinking, and interpersonal skills. We've developed a certificate program designed to let you explore the relationship between intelligence and national security, the use of intelligence in policy making and implementation, and privacy rights. Tulane SoPA's Graduate Certificate in Intelligence focuses on the three significant elements of the profession: collection, analysis, and counterintelligence and their applications in the real world. Review course offerings, your options for career advancement, student resources, and more to learn more about this valuable addition to your academic portfolio and resume. The intelligence graduate certificate focuses on the missions, methods, and organizational arrangements of intelligence in general, and US intelligence in particular.

Additional Information: https://sopa.tulane.edu/degrees-programs/certificates/graduate-certificates/graduate-certificate-intelligence",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,2/18/2021
559,Tulane University,Graduate Certificate in Security Management (Online),"Our ever-changing world continues to call for strong, high-tech national and international security. Prepare to meet the challenges of the growing security industry with a graduate certificate from Tulane School of Professional Advancement. Develop the practical skills necessary to help defend corporations and businesses from criminal acts, terrorism, and disasters by earning a Graduate Certificate in Security Management. A Graduate Certificate in Security Management will help prepare you for a career in this stimulating, rapidly growing field with course topics including protection systems, risk management, and leadership. Strengthen your skills and industry knowledge to prepare for career advancement or to switch to an entirely new field.

Additional Information: https://sopa.tulane.edu/degrees-programs/certificates/graduate-certificates/graduate-certificates-security-management",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,2/18/2021
560,Tulane University,Master of Professional Studies in Homeland Security (Online),"Homeland Security is about safeguarding the United States from catastrophic disaster. Tulane's Homeland Security Studies program provides a comprehensive overview of homeland security and emergency management categories – threats, hazards and security – from a managerial perspective, with an emphasis on leadership, hands-on training, critical thinking and decision making. Recurrent natural disasters, infrastructure attacks and the ongoing threat of terrorism to the United States have made homeland security a rapidly growing field with a high demand for skilled leadership and informed management, both in the public sector and within private industry.

The Online and In-Residence Master of Professional Studies (MPS) degree in Homeland Security is the first MPS degree approved by Tulane University. The Master of Professional Studies degree is a graduate degree program concentrating in an applied field of study. The MPS program welcomes students of diverse educational backgrounds and promotes the acquisition of knowledge through scholarly research and writing.

The Online and In-Residence MPS program consists of four core graduate courses that cover a range of academic disciplines, including medical issues for non-medical emergency managers, intelligence analysis, emergency management and advanced approaches to counter terrorism. After successfully completing the core courses, students may take six homeland security graduate courses to complete their degree.

In-Resident MPS students may choose to substitute (with director approval) up to 9 credit hours (3 classes) from a set of preapproved courses located within the Tulane School of Social Work, the Payson Center and the Tulane School of Public Health and Tropical Medicine.

Online MPS students, in consultation with the MPS director, will develop an individual plan of study tailored to their interests and consistent with the degree objectives. The Online MPS program is entirely online and students are not required to visit the main Tulane University campus in New Orleans.

The Homeland Security Studies degree prepares students for leadership and management roles in the dynamic and complex mission of protection of the homeland and its citizens. The successful student will be well prepared to formulate policy, make plans and make decisions for both the preparation and response to natural disasters and acts of terrorism. Additionally, students will become well versed in the concepts of deliberate and crisis planning in the context of interagency support and cooperation.

Tulane's Emergency & Security Studies program is a member and participant in the Naval Postgraduate School's Center for Homeland Defense and Security (CHDS) and University and Agency Partner Initiative (UAPI), the nation's leading program for establishing and sharing homeland security curricula.

*Choose either course.

Additional Information: https://sopa.tulane.edu/degrees-programs/masters-degrees/master-professional-studies-homeland-security-studies",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,2/17/2021
561,Tulane University,Master of Professional Studies in Security Management (Online),"The Master of Professional Studies (MPS) in Security Management at the Tulane School of Professional Advancement can help you take the lead in today's growing security sector. Gain the practical skills required to protect businesses and corporations from terrorism, criminal acts, and disasters, learning online and earning a master's degree on your schedule.

As a security studies graduate, you'll be ready to pursue a career as:

-Risk Management Analyst

-Corporate Security Director or Manager

-Director of University and School Security and Preparedness

-Director of Hospital Security and Preparedness

-Director of Athletic or Event Security

-Director of Business Continuity

-Security Analyst or Manager

Courses in this program are available entirely online!

The MPS consists of nine core courses, one elective, and one capstone course. Core courses cover a range of academic disciplines such as risk management and threat assessment, emergency management administration, corporate security, and physical protection systems.

After successfully completing the nine core courses and one elective, students complete a capstone. This course synthesizes the full range of knowledge, skills, and abilities students developed over the entirety of their security management studies. You will integrate and apply key concepts through a business-based project, developing a proposal and conducting this project at a business or local government sector entity.

*Choose either course.

Additional Information: https://sopa.tulane.edu/degrees-programs/masters-degrees/master-professional-studies-security-management",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,2/17/2021
562,Tulane University,Master of Science in Disaster Resilience Leadership Studies,"The Graduate Program in Disaster Resilience Leadership equips students with an interdisciplinary view of the challenges and best practice approaches to leadership in the disaster resilience and humanitarian aid fields to prepares them for careers in: emergency preparedness, disaster management, program monitoring and evaluation, nonprofit organization and leadership, grass-root and development and disaster risk and recovery.

Master of Science in Disaster Resilience Leadership Studies: 36 Credits

Core Competency Courses: 21 core classes

- Environment and Infrastructure

- Disaster Operations

- Human and Social Factors of Disaster

- Economics of Disaster

- Leadership

- Research and Program Evaluation

- Disaster Analytics

+ 9 electives from the Program electives offered

+ 6 additional electives from within or outside Program

Dual Degree Option with Social Work: 75 Credits*

Master of Science in Disaster Resilience Leadership Studies (MSDRLS) and Masters of Social Work (MSW)

MSDRLS - 24 credit hours

MSW - 51 credit hours

* Please enquire about the dual degree for more information.

Graduate Certificate in Disaster Resilience Leadership Studies: 15 Credits

Core Competency Courses:

- Environment and Infrastructure

- Disaster Operations

- Human and Social Factors of Disaster

- Economics of Disaster

- Leadership

Additional Information: https://tssw.tulane.edu/drla

https://catalog.tulane.edu/social-work/disaster-resilience/disaster-resilience-leadership-studies-ms/",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,1/19/2021
563,Tulane University,Master's in Professional Studies in Emergency Management (Online),"A Master of Professional Studies in Emergency Management degree from the Tulane School of Professional Advancement will give you the skills and knowledge to play a leading role in protecting your community from both natural and human-made hazards and disasters, learning online and earning a master's degree on your schedule.

As an emergency studies graduate, you'll be ready to pursue a career as:

-Emergency Management Director

-Operations Specialist Business Continuity Planner Safety Manager

-Training Coordinator Federal Coordinating Officer

-Emergency Management Site Inspector

Courses in this program are available entirely online!

This MPS consists of nine core courses, one elective, and one capstone course. Core courses cover a range of academic disciplines, such as homeland security and approaches to counter-terrorism, emergency management administration, and disaster communications.

After successfully completing the nine core courses and one elective, students complete a capstone. This course synthesizes the full range of knowledge, skills, and abilities students developed over the entirety of their emergency management studies. You will integrate and apply key concepts through a business-based project, developing a proposal and conducting this project at a public or non-profit sector entity.

Additional Information: https://sopa.tulane.edu/degrees-programs/masters-degrees/master-professional-studies-emergency-management",Masters Level,No,Southern Association of Colleges and Schools,https://tulane.edu/,4/15/2021
564,Tulane University,Minor in Homeland Security Studies (Online),"Homeland Security is about safeguarding the United States from catastrophic disaster. Tulane's Homeland Security Studies program provides a comprehensive overview of homeland security and emergency management categories – threats, hazards and security – from a managerial perspective, with an emphasis on leadership, hands-on training, critical thinking and decision making. Recurrent natural disasters, infrastructure attacks and the ongoing threat of terrorism to the United States have made homeland security a rapidly growing field with a high demand for skilled leadership and informed management, both in the public sector and within private industry.

The Homeland Security Studies program prepares students for leadership and management roles in the dynamic and complex mission of protection of the homeland and its citizens. The successful student will be well prepared to formulate policy, make plans and make decisions for both the preparation and response to natural disasters and acts of terrorism. Additionally, students will become well versed in the concepts of deliberate and crisis planning in the context of interagency support and cooperation.

Tulane's Homeland Security Studies program is a member and participant in the Naval Postgraduate School's Center for Homeland Defense and Security (CHDS) and University and Agency Partner Initiative (UAPI), the nation's leading program for establishing and sharing homeland security curricula.

Additional Information: https://sopa.tulane.edu/degrees-programs/programs-study/emergency-security-studies/minor-homeland-security-studies",Bachelor Degree,No,Southern Association of Colleges and Schools,https://tulane.edu/,2/17/2021
